5.86 0.81 31.02 2.87 1.4207 127.93 113.64
6.23 0.71 28.51 2.35 1.3372 127.6 114.25
182.58 10.81 79.95 0 42.229 34.58 0
179.56 14.09 66.59 0 39.747 34.71 0
174.48 17.93 52.9 0 37.411 39.51 0
169.66 23.65 39.17 0 35.213 41.71 0
164.25 30.74 28.35 0 33.143 46.95 0
153.03 39.38 19.95 0 31.195 49.51 0
142.42 47.35 14.12 0 29.362 54.32 0
129.96 60.76 9.31 0 27.636 57.59 0
114.09 72.27 6.42 0 26.012 59.34 0
99.14 86.02 4.59 0 24.483 63.18 0
82.07 97.64 3.3 0 23.044 68.49 0.32
66.06 108.51 2.33 0 21.69 71.31 0.72
51.54 117.46 1.48 0.09 20.415 77.38 1.47
40.11 125.29 1.17 0.13 19.215 79.67 1.66
30.14 130.68 0.79 0.91 18.086 85.18 1.84
23.49 132.49 0.68 2.26 17.023 87.14 0.93
18.06 133.96 0.21 3.33 16.022 88.12 1.62
13.59 135.34 0.16 5.24 15.081 93.97 1.5
10.47 133.37 0.3 10.18 14.194 97.69 2.32
8.04 129.16 0.33 16.65 13.36 100.41 3.44
5.75 125.19 0.23 25.35 12.575 102.61 1.15
4.39 118.07 0.1 36.73 11.836 106.75 1.37
3.42 108.66 0.1 50.56 11.14 108.24 0.6
2.21 98.18 0.08 64.09 10.486 113.34 0
1.6 85.99 0.23 79.3 9.8693 116.45 0
0.94 71.75 0.45 94.13 9.2893 117.09 0.22
0.77 59.52 0.61 104.34 8.7433 120.68 0
0.36 47.19 1.33 115.05 8.2294 119.44 0.95
0 37.07 2.08 116.98 7.7458 120.91 0
0 28.11 3.73 119.05 7.2905 120.49 0.53
0 20.68 6.27 118.25 6.8621 125.28 0.01
0 15.27 10.25 113.88 6.4588 126.42 0.51
0 11.29 15.02 103.37 6.0792 128.3 0
0 7.89 21.65 93.32 5.7219 127.65 0.57
0 5.86 31.01 81.73 5.3856 128.27 0.44
0 3.99 39.92 68.93 5.0691 127.41 2.55
0 2.71 49.62 55.32 4.7712 128.96 1.1
0 1.74 58.35 45.06 4.4907 130.28 1.19
0 1.03 66.54 36.86 4.2268 129.16 4.42
0.1 0.45 72.42 28.05 3.9784 131.68 5.46
0.44 0.04 78.05 21.09 3.7446 128.77 6.51
0.98 0 82.18 16.51 3.5245 130.93 9.42
1.64 0 83.29 12.42 3.3174 131.08 12.95
2.84 0 83.64 9.41 3.1224 130.55 12.22
4.27 0 79.94 7.4 2.9389 129.82 16.46
5.52 0 74.7 5.87 2.7661 133.41 22.8
7.24 0 69.98 4.88 2.6036 131.86 31.26
9.02 0 63.57 3.4 2.4506 132.77 40.64
10.14 0 56.36 3.08 2.3065 133.12 56.74
11.75 0 52.46 2.75 2.171 132.04 73.35
13.17 0.04 46.92 2.41 2.0434 133.23 90.63
14.63 0.26 41.57 1.63 1.9233 131.85 104.27
15.66 0.35 37.44 1.58 1.8103 131.89 120.1
16.67 0.62 33.4 1.84 1.7039 130.81 129.74
17.57 0.6 29.91 1.29 1.6037 128.05 137.64
17.94 1.06 26.05 1.11 1.5095 129.51 140.85
16.56 1.05 23.55 0.85 1.4207 125.44 142.96
16.02 1.33 21.47 0.8 1.3372 123.3 143.72
203.72 6.63 123.64 0.42 42.229 17.02 0
200.89 8.96 107.03 0 39.747 19.6 0
198.84 11.74 85.92 0 37.411 22 0
194.42 16.39 65.06 0 35.213 25.4 0
190.52 22.69 45.99 0.05 33.143 28.11 0
185.63 31.61 30.89 0 31.195 31.62 0
176.38 43.69 20.32 0.37 29.362 35.78 0
163.63 56.91 14.04 0.47 27.636 38.04 0
145.51 74.36 9.27 0.31 26.012 42.07 0
126.47 92.8 5.57 0 24.483 45.49 0
102.29 110.66 3.94 0.24 23.044 49.03 0.39
80.49 127.4 2.72 0 21.69 54.52 0.87
61.42 140.86 1.98 0 20.415 58.73 1.77
45.61 149.38 1.68 0.3 19.215 59.39 2
33.91 154.61 1.17 1.03 18.086 62.93 2.22
24.98 157.62 0.78 1.92 17.023 66.74 1.12
18.06 158.82 0.53 3.57 16.022 70.53 1.95
13.38 158.02 0.49 6.13 15.081 74.64 1.81
9.67 154.94 0.51 9.87 14.194 76.5 2.79
6.91 152.28 0.45 15.95 13.36 79.14 4.15
4.96 145.29 0.18 27.04 12.575 82.94 1.38
3.57 136.56 0.09 40.31 11.836 86.21 1.65
2.61 122.96 0 56.78 11.14 86.01 0.72
1.86 106.76 0.1 76.06 10.486 87.39 0
1.29 88.06 0 98.36 9.8693 90.44 0
0.72 70.23 0.1 119.34 9.2893 91.93 0.26
0.35 52.16 0.53 136.74 8.7433 94.03 0
0.12 37.65 1.25 150.53 8.2294 94.36 1.15
0 27.26 3.08 156.56 7.7458 95.68 0
0 19.02 6.22 158.18 7.2905 94.95 0.64
0 13.62 11.28 155.07 6.8621 98.06 0.01
0 9.77 20.04 147.33 6.4588 100.29 0.62
0 6.84 31.13 134.69 6.0792 101.14 0
0 4.67 43.05 117.21 5.7219 101.28 0.69
0 3.46 58.42 98.05 5.3856 103.54 0.53
0 2.3 72.28 78.4 5.0691 103.16 3.07
0 1.63 84.85 59.41 4.7712 104.58 1.32
0 0.82 95.34 44.31 4.4907 106.71 1.43
0.18 0.51 100.4 33.44 4.2268 107.11 5.33
0.89 0.22 103.01 25.91 3.9784 108.76 6.58
1.96 0.21 103.28 19.56 3.7446 112.69 7.84
3.61 0 99.33 14.78 3.5245 113.29 11.35
6.33 0 92.89 10.23 3.3174 113.48 15.6
10.04 0 84.34 8.37 3.1224 111.82 14.73
14.48 0 74.99 6.2 2.9389 114.59 19.84
19.47 0.08 66.19 5.17 2.7661 114.76 27.48
23.44 0.19 57.99 4.34 2.6036 114.01 37.67
27.37 0.28 49.9 3.7 2.4506 115.79 48.97
30.35 0.25 42.44 2.92 2.3065 113.33 68.38
32.94 0.42 37.77 2.8 2.171 115 88.39
34.53 0.48 32.32 2.29 2.0434 116.92 109.22
34.87 0.42 28.38 2.25 1.9233 116.79 125.65
34.69 0.67 23.53 1.81 1.8103 114.66 144.73
33.56 0.57 20.74 1.7 1.7039 109.5 156.35
31.74 0.56 17.64 1.56 1.6037 108.03 165.87
28.87 0.61 14.89 1.44 1.5095 103.53 169.74
26.73 0.61 13.01 1.17 1.4207 100.17 172.28
23.62 0.57 11.84 0.94 1.3372 91.45 173.2
206.78 8.44 132.86 0.31 42.229 18.2 1
207.2 11.49 104.3 0 39.747 21.35 2.26
206.45 15.51 77.85 0 37.411 23.93 1.76
205.62 22.01 51.56 0 35.213 26.78 2.04
206.03 31.54 34.21 0 33.143 29.29 0.09
202.47 44.7 20.47 0.49 31.195 32.58 0.15
195.94 63.77 12.53 0.81 29.362 36.57 0.71
186.08 84.6 7.79 0.93 27.636 38.55 0
166.83 112.31 5.46 0.37 26.012 43.85 0
146.08 134.58 3.6 0.61 24.483 46.09 0.3
121.04 154.26 2.4 0 23.044 50.74 0
95.49 169.27 1.48 0.2 21.69 55.38 0
71.24 178.57 1.36 1.01 20.415 57.48 0.43
53.49 184.72 0.8 2.04 19.215 59.44 0
38.67 186.94 0.79 3.3 18.086 58.87 0.37
27.85 187.67 0.42 4.87 17.023 61.86 0
19.35 188.26 0.15 6.6 16.022 64.53 1.01
13.33 186.77 0 11.18 15.081 68.44 2.26
9.45 182.02 0 18.73 14.194 69.31 3.87
6.81 175.11 0 30.42 13.36 70.57 0.47
4.98 165.44 0 46.85 12.575 72.29 0
3.7 149.66 0 68.56 11.836 74.37 0.52
2.78 132.07 0 94.78 11.14 75.57 0
1.79 109.38 0 125.53 10.486 77.34 0.27
1.39 84.08 0 154.71 9.8693 77.84 0.91
0.87 61.04 0 175.74 9.2893 78.8 2.21
0.47 41.4 0.47 188.9 8.7433 79.09 1.11
0.08 29.04 2.38 194.88 8.2294 80.7 0.68
0 19.92 6.25 193.84 7.7458 79.33 0
0 13.31 14.36 187.2 7.2905 79.62 0
0 9.17 26 174.77 6.8621 82.01 0
0 6.56 43.68 157.15 6.4588 83.24 0
0 4.84 65.81 133.99 6.0792 85.7 0
0 3.25 87.82 109.52 5.7219 84.98 0
0 2.18 109.61 85.03 5.3856 84.05 0
0 1.65 126.16 64.3 5.0691 84.15 0
0 1.24 138.51 48.76 4.7712 86.18 0
0.18 1 144.83 36.52 4.4907 86.72 0
1.4 0.56 148.49 26.97 4.2268 88.01 0.56
3.55 0.29 146.78 19.61 3.9784 88.74 2.44
7.19 0.16 139.1 15.28 3.7446 89.84 3.22
13.16 0.05 126.42 12.1 3.5245 91.29 5.96
20.72 0 109.34 9.29 3.3174 94.32 6.42
29.63 0.16 91.7 7.67 3.1224 96.47 8.8
38.21 0.21 74.78 6.9 2.9389 95.02 11.18
47.01 0.18 60.68 6.21 2.7661 96.42 15.17
55.85 0.36 46.76 5.89 2.6036 96.06 19.6
62.27 0.33 38.56 5.45 2.4506 98.71 27.75
65.13 0.44 32.71 4.73 2.3065 96.75 35.68
66 0.37 26.58 4.62 2.171 98.57 45.72
66.15 0.34 22.59 3.59 2.0434 99.13 62.31
63.28 0.25 18.84 3.73 1.9233 99.16 78.14
59.97 0.14 15.62 2.99 1.8103 94.69 99.34
53.46 0.11 12.74 2.67 1.7039 93.56 111.1
47.69 0.05 10.27 2.31 1.6037 87.39 127.87
40.65 0.09 8.84 1.81 1.5095 84.62 128.46
35.72 0 6.86 1.62 1.4207 80.21 142.4
29.64 0 5.88 1.23 1.3372 77.01 146
205.29 4.79 187.36 0 42.229 7.56 0
203.8 6.26 162.37 0 39.747 9.1 0
204.68 8.24 129.46 0 37.411 13.49 0
205.46 11.55 90.59 0 35.213 13.05 0.54
204.94 17.17 52.52 0.21 33.143 15.38 0
202.81 24.98 29.62 0.79 31.195 18.9 0.57
199.67 36.96 16.01 0.84 29.362 19.97 0
193.29 55.26 8.02 0.86 27.636 24.26 0
179.57 81.25 4.81 0.36 26.012 28.83 0
157.35 116.73 2.82 0 24.483 32.48 0
129 146.05 2.05 0 23.044 35.5 0
100.89 168 1.65 0 21.69 36.86 0
71.07 185.74 1.23 0.73 20.415 40.77 0
47.91 194.32 1.37 1.97 19.215 40.41 0
32.81 197.41 1.24 2.98 18.086 41.11 0
22.44 201.89 1.05 3.51 17.023 43.93 0
15.38 204.27 0.79 4.98 16.022 46.15 0
10.75 204.08 0.81 8.65 15.081 50.59 0
7.82 201.5 0.69 15.95 14.194 52.89 3.27
5.38 196.51 0.45 27.8 13.36 57 0.34
3.48 187.66 0.4 42.33 12.575 57.57 0
2.66 174.12 0.07 62.65 11.836 53.26 0
1.85 155.42 0 88.71 11.14 57.24 1.22
1.44 134.85 0 123.99 10.486 60.42 0
1.02 107.47 0 157.78 9.8693 61.62 1.45
0.8 78.36 0 182.54 9.2893 63.99 2.7
0.52 54.71 0 198.49 8.7433 65.12 2.3
0.5 36.98 0.22 203.89 8.2294 65.16 1.2
0.29 23.52 2.52 207.41 7.7458 65.22 0.89
0.15 16.23 7.62 203.39 7.2905 65.39 0.71
0 10.72 18.37 196.02 6.8621 66.53 1.31
0 7.26 37.85 179.64 6.4588 68.06 1.11
0 5.05 68.6 155.1 6.0792 69.17 1.95
0 3.63 97.52 123.2 5.7219 71.35 3.25
0 2.52 127.15 92.81 5.3856 73.03 1.55
0 1.84 147.21 67.07 5.0691 72.23 2.55
0 1.65 161.38 48.96 4.7712 71.3 1.59
0 1.2 167.91 35.44 4.4907 72.81 2.46
0.92 0.93 168.38 27.26 4.2268 78.34 1.41
2.8 0.53 163.5 19.67 3.9784 82.64 2.27
6.67 0.39 152.11 15.15 3.7446 83.94 4.49
12.21 0.33 134.81 12 3.5245 87.86 6.8
21.1 0.32 114.09 9.51 3.3174 88.09 8.55
30.78 0.45 89.45 7.83 3.1224 87.69 8.45
41.3 0.48 66.49 6.88 2.9389 88 11.52
50.79 0.59 48.4 6.26 2.7661 88.79 15.24
59.57 0.62 35.59 5.66 2.6036 89.37 21.91
66.35 0.72 28.4 5.04 2.4506 90.99 32.32
72.8 0.75 22.22 4.4 2.3065 93.5 43.6
76.5 0.76 17.88 3.52 2.171 94.75 55.15
78.51 0.65 14.49 3.15 2.0434 92.97 75.6
77.45 0.51 12.5 2.53 1.9233 95.73 94.08
73.57 0.36 9.93 2.09 1.8103 92.61 116.06
66.48 0.29 7.96 1.48 1.7039 87.19 134.14
58.97 0.13 6.67 1.28 1.6037 82.28 148.52
51.01 0 5.36 1.22 1.5095 79.68 163.06
42.26 0 3.91 0.56 1.4207 76.66 168.61
32.94 0 3.08 0.37 1.3372 71.75 173.68
189.61 4.97 180.37 0 42.229 10.8 2.72
188.05 6.34 152.93 0 39.747 12.44 2.44
189.1 8.8 117.88 0 37.411 14.27 0.97
192.33 12.25 81.13 0.02 35.213 14.18 3.21
194.32 17.5 46.48 1.07 33.143 15.5 0.92
195.05 27.17 25.19 1.26 31.195 20.04 2.53
197.43 40.19 13.32 0.96 29.362 21.38 1.49
195.13 60.67 7.17 0.89 27.636 25.46 1.28
189.14 89.24 4.18 0.25 26.012 26.65 0.21
168.93 121.74 2.57 0 24.483 32.59 0
141.89 152.95 1.83 0 23.044 35.01 1.63
108.95 179.52 1.34 0 21.69 39.67 0
76.87 196.73 1.41 0.68 20.415 38.07 0.33
51.3 202.93 1.37 1.91 19.215 39.86 0.77
34.66 204.88 1.26 3.05 18.086 39.7 0
23.94 208.84 1.26 3.73 17.023 42.42 0.58
16.21 209.89 1.21 5.5 16.022 45.25 1.89
11.37 206.48 0.71 9.91 15.081 52.17 2.48
8.13 201.92 0.47 19.61 14.194 53.84 5.07
5.87 195.59 0.43 30.83 13.36 57.45 3.41
4.3 184.68 0.42 45.88 12.575 54.83 1.47
3.28 165.73 0.17 64.25 11.836 56.1 0.74
2.35 147.51 0 90.68 11.14 58.68 0.02
1.91 126.04 0 125.3 10.486 61.2 0
1.36 99.26 0 154.92 9.8693 66.19 1.96
1.05 72.45 0 177.75 9.2893 68.33 4.51
0.79 51.37 0 193.04 8.7433 69.31 1.87
0.53 33.58 0.5 201.32 8.2294 67.15 0
0.36 21.36 3.32 201.71 7.7458 66.44 0
0.11 14.31 9.26 197.51 7.2905 67.18 0
0 9.27 20.79 187.09 6.8621 68.41 0
0 6.23 38.94 167.51 6.4588 73.3 0
0 4.13 65.02 141.28 6.0792 75.08 0.21
0 2.94 97.27 114.9 5.7219 77.28 0.13
0 2.1 116.68 87.97 5.3856 76.4 0
0 1.49 131.58 60.74 5.0691 76.43 0
0 1.07 140.58 43.75 4.7712 77.19 0
0.09 0.62 143.46 33.21 4.4907 77.85 0
1.21 0.49 144.75 24.03 4.2268 81.88 0
3.36 0.09 137.04 17.09 3.9784 86.5 2.67
7.16 0 125.12 13.4 3.7446 88.59 5.49
13.35 0 107.25 9.66 3.5245 91.94 4.98
23.54 0 86.24 7.65 3.3174 94.21 5.96
35.31 0 63.84 6.54 3.1224 95.15 6.12
47.5 0 45.56 5.94 2.9389 94.19 7.75
60.42 0.23 32.3 5.48 2.7661 94.62 10.81
71 0.33 23.39 4.97 2.6036 96.09 16.92
80.03 0.31 18.31 4.39 2.4506 98.03 22.28
86.93 0.27 14.39 3.67 2.3065 100.88 35.27
90.83 0.31 11.84 2.9 2.171 105.79 46.18
92.78 0.05 9.32 2.29 2.0434 105.98 62.95
91.1 0.07 7.22 2.25 1.9233 102.4 80.83
82.94 0.03 5.79 1.75 1.8103 99.83 97.4
74.07 0 4.43 1.56 1.7039 93.31 112.86
64.96 0 3.39 1.5 1.6037 91.04 128.54
52.1 0 2.46 0.8 1.5095 83.85 134.48
41.69 0 1.88 0.53 1.4207 80.34 141.67
31.5 0 0.91 0.46 1.3372 73.41 138.06
175.27 4.26 192.96 0 42.229 10.8 0.61
173.07 5.68 162.84 0 39.747 12.44 1.2
171.87 7.41 122 0 37.411 14.27 1.02
173.14 11.1 86.26 0 35.213 14.18 0.81
172.94 15.93 46.78 1.39 33.143 15.5 1.82
175.47 24.82 25.05 1.58 31.195 20.04 2.96
185.45 40.12 13.42 1.24 29.362 21.38 0
190.4 64.65 6.63 0.25 27.636 25.46 1.02
184.34 98.48 3.97 0 26.012 26.65 1.08
162.78 130.98 2.45 0 24.483 32.59 0.65
132.18 160.06 1.81 0 23.044 35.01 1.25
100.01 187.01 1.62 0 21.69 39.67 0.45
66.69 196.25 1.59 1.94 20.415 38.07 0.81
43.59 196.51 1.54 3.13 19.215 39.86 1.3
29.09 201.83 1.37 3.7 18.086 39.7 0.7
19.52 206.5 1.25 4.45 17.023 42.42 0.64
13.4 205.82 1.36 6.64 16.022 45.25 0.69
9.08 198.89 1.18 13.86 15.081 52.17 2.37
6.31 189.77 0.82 27.01 14.194 53.84 2.47
4.52 177.04 0.72 41.1 13.36 57.45 1.16
3.41 152.98 0.56 55 12.575 54.83 0
2.51 133.37 0.33 70.75 11.836 56.1 0
1.97 116.49 0 98.6 11.14 58.68 0
1.59 96.76 0 133.16 10.486 61.2 0.39
1.26 73.79 0 162.55 9.8693 66.19 2.07
1.15 53.52 0 185.44 9.2893 68.33 2.67
0.9 34.64 0.68 196.15 8.7433 69.31 0
0.63 21.77 3.14 193.41 8.2294 67.15 0
0.44 14.71 9.1 187.88 7.7458 66.44 0
0.25 9.61 19.53 182.4 7.2905 67.18 0.72
0 6.11 38.27 164.75 6.8621 68.41 1.95
0 4.09 63.63 141.47 6.4588 73.3 3.01
0 2.7 91.17 113.2 6.0792 75.08 3.04
0 1.9 121.61 84.89 5.7219 77.28 0.45
0 1.41 138.35 58.57 5.3856 76.4 0.22
0 1.22 150.29 43.77 5.0691 76.43 0
0 0.94 156.31 31.9 4.7712 77.19 1.18
0 0.6 153.06 22.62 4.4907 77.85 1.78
1.1 0.23 141.71 16.36 4.2268 81.88 1.83
4.42 0.1 123.91 11.79 3.9784 86.5 4.19
10.3 0.06 106.12 8.57 3.7446 88.59 5.51
21.14 0 85.25 6.75 3.5245 91.94 4.55
36.77 0.22 59.81 5.84 3.3174 94.21 2.38
52.58 0.31 43.67 5.43 3.1224 95.15 3.65
66.21 0.4 30.55 4.72 2.9389 94.19 6.55
81.34 0.27 20.83 4.21 2.7661 94.62 9.67
95.79 0.38 15.15 3.73 2.6036 96.09 14.88
110 0.38 10.51 2.41 2.4506 98.03 24
115.05 0.27 7.3 1.69 2.3065 100.88 29.01
118.83 0.1 5.37 1.14 2.171 105.79 41.41
117.05 0 3.88 0.71 2.0434 105.98 61.43
108.36 0 2.42 0.45 1.9233 102.4 80.93
95.14 0 1.78 0.15 1.8103 99.83 103.4
77.99 0 0.9 0.2 1.7039 93.31 112.8
61.3 0 0.64 0 1.6037 91.04 124.84
44.73 0 0.3 0 1.5095 83.85 133.12
32.33 0 0 0 1.4207 80.34 138.5
22.07 0 0 0 1.3372 73.41 141.22
144.47 3.75 189.98 0 42.229 10.8 0.66
140.8 4.72 154.33 0 39.747 12.44 0
138 6.82 113 0 37.411 14.27 0.55
140.48 10.21 77.94 0 35.213 14.18 0
138.88 14.23 41.68 1.71 33.143 15.5 0.87
143.9 23.16 23.13 2.39 31.195 20.04 3.24
155.37 36.66 11.54 1.41 29.362 21.38 1.77
171.76 66.55 5.33 0.35 27.636 25.46 2.81
170.3 103.73 3.21 0.02 26.012 26.65 1.07
147.64 133.83 2.17 0 24.483 32.59 0
116.68 157.53 1.54 0 23.044 35.01 0
84.86 181.91 1.18 0.08 21.69 39.67 0
57.56 186.3 1.27 2.96 20.415 38.07 0
38.07 188.24 1.32 4.11 19.215 39.86 0.4
25.96 197.19 1.35 4.05 18.086 39.7 0
16.64 200.17 1.4 4.11 17.023 42.42 0
11.4 195.2 1.18 8.64 16.022 45.25 1.24
7.93 185.94 0.78 21.27 15.081 52.17 2.97
5.56 174.24 0.58 37.54 14.194 53.84 0
4 148.23 0.25 51.17 13.36 57.45 0
3.07 121.62 0.09 67.78 12.575 54.83 0
2.45 107.85 0.13 85.67 11.836 56.1 0
1.9 91.74 0 112.99 11.14 58.68 0
1.53 73.91 0 140.42 10.486 61.2 4.08
1.26 52.61 0 165.3 9.8693 66.19 5.18
1.06 34.03 0.13 185.06 9.2893 68.33 4.22
0.77 22 1.4 178.62 8.7433 69.31 0
0.53 14.6 5.64 168.06 8.2294 67.15 0
0.3 9.27 14.12 167.11 7.7458 66.44 0
0 5.63 30.01 155.82 7.2905 67.18 0
0 3.73 55.2 135.73 6.8621 68.41 0
0 2.36 80.26 110.03 6.4588 73.3 3.85
0 1.5 104.97 84.12 6.0792 75.08 1.9
0 1.16 124.3 59.23 5.7219 77.28 0
0 1.04 138.59 43.29 5.3856 76.4 0
0 0.73 147.01 32.12 5.0691 76.43 0
0 0.31 144.34 23.92 4.7712 77.19 0
0 0 131.12 16.59 4.4907 77.85 0
1.64 0 111.95 11.3 4.2268 81.88 3.37
5.6 0 95.84 7.59 3.9784 86.5 8.36
14.25 0 75.97 5.51 3.7446 88.59 5.11
26.94 0 56.42 4.98 3.5245 91.94 1.93
44.17 0 40.86 4.99 3.3174 94.21 2.34
61.57 0.07 27.44 4.25 3.1224 95.15 4.39
74.59 0.05 17.7 3.29 2.9389 94.19 5.6
85.8 0.04 11.75 2.59 2.7661 94.62 9.73
97.02 0 7.43 1.75 2.6036 96.09 10.68
105.32 0 4.85 1.18 2.4506 98.03 19.76
112.41 0 3.38 0.8 2.3065 100.88 29.18
109.25 0 2.05 0 2.171 105.79 36.96
101.81 0 1.01 0.49 2.0434 105.98 53.28
92.47 0 0.27 0.3 1.9233 102.4 66.34
76.23 0 0.03 0.43 1.8103 99.83 78.09
58.38 0 0 0 1.7039 93.31 84.94
